0.298474611,0.234812007,0.111148624,0.196590433,0.528104345,2.434298071,0.040484308,0.377304057
0.264563107,0.145214521,0.207920792,0.178217822,0.49321267,2.302083333,0.025316456,0.439320388
0.179325915,0.106897229,0.32088819,0.161524858,0.52184769,2.223764575,0.010777521,0.360264473
0.473294227,0.331184056,0.043376319,0.102579132,0.526757188,3.110559006,0.033878505,0.381599259
0.479062554,0.263645385,0.041018855,0.117763811,0.549137284,2.968819599,0.030199039,0.308288816
0.328040419,0.259935553,0.083780881,0.16433942,0.544776119,2.664772727,0.004524887,0.32226633
0.518412071,0.300261097,0.044386423,0.072361059,0.535200411,2.620875421,0.02605042,0.454104545
0.424189539,0.309790595,0.040595151,0.126561352,0.525386487,2.789623468,0.01194354,0.34068433
0.592178923,0.319850736,0.008196175,0.036782835,0.529913851,2.370729412,0.019233852,0.48603185
0.431075417,0.28799185,0.063187811,0.077450166,0.567311266,2.527373378,0.0558495,0.417090333
0.465978253,0.308106032,0.018824433,0.110769625,0.520292299,2.259334519,0.017497524,0.419339397
0.359386185,0.317969132,0.037293107,0.164466792,0.501388803,2.728359717,0.096198883,0.505502863
0.592509455,0.279890173,0.044243652,0.067204497,0.536216471,2.794292804,0.054438663,0.288831637
0.601758483,0.302740672,0.031802655,0.092106339,0.541876831,2.850903051,0.042555257,0.359511386
0.350980392,0.271903323,0.018126888,0.027190332,0.502840909,2.346666667,0.02020202,0.403921569
0.463318908,0.30906841,0.012287723,0.038190766,0.518644594,2.364368227,0.02788106,0.422365295
0.497819512,0.346522866,0.009734575,0.048252679,0.524249061,2.541887593,0.015925316,0.320496589
0.516913445,0.282433113,0.029232312,0.098111182,0.51894464,2.669690824,0.021769068,0.450786235
0.562594633,0.29444453,0.018413337,0.047011958,0.530787659,2.597962281,0.046994798,0.513561695
0.37227688,0.294430451,0.026308424,0.059893647,0.526303429,2.433142857,0.010380623,0.365425158
0.596267596,0.321431841,0.019592484,0.071697133,0.533096629,3.129899876,0.050240234,0.340445743
0.249416677,0.186999952,0.147996192,0.169691055,0.55329587,2.227899336,0.059241192,0.451538855
0.61452514,0.420289855,0.130434783,0.072463768,0.471264368,3.625,0,0.469273743
0.686202335,0.398460411,0.00861437,0.0353739,0.584226771,3.316810345,0.022574956,0.296715937
0.483647382,0.318565868,0.043419084,0.089508079,0.539378728,2.658676511,0.036417616,0.455401627
0.37370729,0.270431576,0.083005124,0.143543113,0.524525933,2.906377773,0.024965867,0.40967672
0.308805352,0.275720598,0.041131917,0.069535031,0.523320896,2.210815765,0.020098597,0.391478223
0.572582861,0.321229253,0.034955839,0.065241926,0.565415528,2.881739334,0.028324888,0.367202754
0.625686059,0.322580645,0.014662757,0.055718475,0.558020478,2.63963964,0.071038251,0.459934138
0.631930586,0.358595813,0.012147375,0.054968779,0.52441827,3.144809207,0.065032642,0.394476945
0.385542169,0.274509804,0.058823529,0.091503268,0.474358974,2.557377049,0.022727273,0.361445783
0.542009929,0.273005791,0.031779831,0.157267055,0.537942628,2.951977165,0.034252861,0.365793168
0.330843373,0.24719342,0.095760063,0.116173574,0.543573898,2.493217591,0.026443186,0.416927694
0.37628565,0.264763535,0.070105935,0.125762544,0.551739547,2.58960628,0.027592618,0.367195538
0.450353997,0.318349523,0.030253541,0.106050847,0.538440527,2.886242179,0.029890899,0.327839074
0.266359181,0.277210216,0.051473477,0.180196464,0.51483673,2.356434621,0.02271035,0.36690689
0.426352986,0.344637812,0.021955462,0.15047102,0.53713488,2.597551515,0.019934671,0.360740432
0.467192466,0.360002721,0.021785847,0.110521956,0.534555406,2.853337932,0.021483464,0.35117873
0.329525298,0.314707008,0.00423318,0.135839601,0.628111011,2.630010296,0.01775812,0.377540052
0.465517241,0.387096774,0,0.129032258,0.43902439,3.153846154,0.166666667,0.465517241
0.520381479,0.285997161,0.045876735,0.11224456,0.525179681,2.545197042,0.041535957,0.373725742
0.338842457,0.317359973,0.046649726,0.162614496,0.530769745,2.701906095,0.023263282,0.33129443
0.710192268,0.355114852,0.006991012,0.035953774,0.532670283,2.752156603,0.041738701,0.410874509
0.352360817,0.366702938,0.008705114,0.146898803,0.520637899,2.761658031,0.126027397,0.506694856
0.420550285,0.287078919,0.027715242,0.095353239,0.529929542,2.602027482,0.050682043,0.397596913
0.700446283,0.316133721,0.015625,0.042151163,0.540450254,2.981810307,0.049674267,0.498639382
0.465435191,0.253556437,0.031349172,0.098926111,0.518399461,2.37641427,0.034458833,0.373128899
0.624918947,0.354913065,0.015678092,0.05499586,0.533500494,2.874906826,0.042843469,0.499387597
0.492190153,0.370444667,0.008358409,0.089267803,0.512188992,2.42178941,0.097014925,0.486926995
